,avg_cv_balanced_accuracy,case,dim_red,avg_cv_geometric_mean,avg_cv_f1,avg_cv_fit_time,model_name,avg_cv_predict_time
136,0.546877887609944,ternary_negneu,LDA,0.5095468075253761,0.5237554765015676,0.026242542266845702,LogReg+PassAgg,0.0003940582275390625
137,0.5495798291916102,ternary_negneu,LDA,0.5149722978179316,0.5342551001116553,0.038731622695922854,LogReg+Ridge,0.0003940582275390625
138,0.5478102525970268,ternary_negneu,LDA,0.5122633029276861,0.5312874728189161,0.041860437393188475,LogReg+SGD,0.0003940582275390625
139,0.5497184526641266,ternary_negneu,LDA,0.5184294077584191,0.5297232679517327,1.4452155590057374,LogReg+SVC,0.016018199920654296
140,0.5362129917327404,ternary_negneu,LDA,0.5017131442586541,0.5047429502131993,2.092570924758911,MLP+Bagging,0.012374210357666017
141,0.48951408447750283,ternary_negneu,LDA,0.0,0.20591274279984167,1.943171787261963,MLP+Dummy,0.0012115001678466796
142,0.536101205768301,ternary_negneu,LDA,0.5000230468813825,0.5077112373934541,2.569986581802368,MLP+ExtraTrees,0.06158943176269531
143,0.5470113523429891,ternary_negneu,LDA,0.5112283908428946,0.5259963154653993,1.9525439739227295,MLP+LDA,0.0012115001678466796
144,0.5467219960557193,ternary_negneu,LDA,0.510980815965318,0.5253971341710102,1.9650376796722413,MLP+LogReg,0.0012115001678466796
145,0.5471969686991056,ternary_negneu,LDA,0.5125056283198882,0.5246558001326616,3.433946228027344,MLP+MLP,0.010586357116699219
146,0.5438130910746515,ternary_negneu,LDA,0.5032036455692775,0.5177576885694961,1.943171787261963,MLP+PassAgg,0.0012115001678466796
147,0.5466186375920474,ternary_negneu,LDA,0.50838575473731,0.5280789555454228,1.95566086769104,MLP+Ridge,0.0012115001678466796
148,0.5450748739407667,ternary_negneu,LDA,0.5060341976053988,0.5253407225260978,1.9587896823883058,MLP+SGD,0.0012115001678466796
149,0.5467032482653709,ternary_negneu,LDA,0.5119845010884905,0.5235515597980985,3.3621448040008546,MLP+SVC,0.016835641860961915
150,0.516389994411473,ternary_negneu,LDA,0.4625507817356908,0.47068336942147937,0.1705502986907959,PassAgg+Bagging,0.011362981796264649
151,0.47221297299360554,ternary_negneu,LDA,0.0,0.1879825396682187,0.021151161193847655,PassAgg+Dummy,0.0002002716064453125
152,0.5168150789843837,ternary_negneu,LDA,0.46179889454419365,0.47425200983383436,0.6479659557342529,PassAgg+ExtraTrees,0.060578203201293944
153,0.526786429115617,ternary_negneu,LDA,0.4703282896640343,0.4910055652208155,0.030523347854614257,PassAgg+LDA,0.0002002716064453125
154,0.5264849489646259,ternary_negneu,LDA,0.4701028353859303,0.4904374862945121,0.04301705360412597,PassAgg+LogReg,0.0002002716064453125
155,0.5267196761083024,ternary_negneu,LDA,0.4712743289473683,0.4895306826038959,1.5119256019592286,PassAgg+MLP,0.009575128555297852
